,Country Code,GNI 2010,GNI 2011,GNI 2012,GNI 2013,GNI 2014,GNI 2015,GNI 2016,GNI 2017,GNI 2018,GNI 2019,POP GROWTH 2010,POP GROWTH 2011,POP GROWTH 2012,POP GROWTH 2013,POP GROWTH 2014,POP GROWTH 2015,POP GROWTH 2016,POP GROWTH 2017,POP GROWTH 2018,POP GROWTH 2019,2010 Total:,2011 Total:,2012 Total:,2013 Total:,2014 Total:,2015 Total:,2016 Total:,2017 Total:,2018 Total:,2019 Total:
15,BLR,6150,6340,6630,7030,7620,6750,5640,5320,5730,6370,-0.218522755959381,-0.234282914157686,-0.156617600248906,-0.0383800002667846,0.056151567510169,0.132853236725342,0.0877210878706449,-0.109782322950581,-0.213824206997671,-0.201786600970723,19.90926,18.10344,17.35394,17.94123,18.76572,16.49174,14.7773,14.36545,16.08948,15.48201
16,BEL,47080,46490,47130,47900,47820,45570,43400,42520,46070,48050,0.913639391631709,1.3010029017038,0.620163579337378,0.471340143966627,0.44392928847521,0.579446241677791,0.506300002451376,0.385228018372369,0.455184695275022,0.540461327098122,16.07608,16.2887,14.64482,14.41417,13.12651,13.27885,12.36674,12.32764,12.16104,11.25612
17,BLZ,3910,4070,4120,4180,4290,4440,4370,4430,4560,4610,2.45178026956863,2.38129471621378,2.32413036818372,2.25427414346617,2.19127515015067,2.11686041760718,2.04936387658783,1.98239700826474,1.9229790570947,1.88259837762914,9.91087,9.80176,10.17558,10.24834,10.79746,11.0954,11.10206,11.36383,10.90041,10.50946
18,BEN,1080,1090,1120,1220,1270,1180,1110,1090,1200,1250,2.80597623284658,2.80376175488743,2.79772118064924,2.79071643360586,2.78209237028195,2.77183788570358,2.76136092814418,2.74990222166209,2.73485620295269,2.71521854979345,30.97376,31.36923,31.84715,30.8411,31.14171,33.10973,32.72527,32.66209,32.33744,31.51453
19,BTN,2040,2240,2390,2410,2460,2520,2650,2800,2970,3150,1.051899559473,1.13070622314478,1.18793062766492,1.22581161024797,1.23391673082009,1.22080001903125,1.2045829397843,1.19507395930716,1.17777914017278,1.14637925209774,29.51405,29.08522,30.02531,30.6965,29.72429,29.04297,27.62854,26.49072,28.72968,26.09506
20,BOL,1780,2000,2250,2590,2830,2960,3040,3090,3370,3520,1.64358106824134,1.62235980079652,1.60004361529199,1.57457928674147,1.54497716852867,1.51294243320221,1.48019596651052,1.449144413215,1.42189080360535,1.39913335536684,28.03159,25.82634,26.2593,26.52307,27.47979,26.50242,26.40407,24.17303,24.63357,25.23416
21,BIH,4960,5010,4990,5270,5300,5210,5130,5120,5750,6170,-0.818853335966774,-1.20286774011291,-1.54695841535682,-1.74536474373628,-1.72230731218996,-1.52630451114807,-1.26472845809142,-1.03088019890592,-0.827063451812447,-0.692266996375143,34.91059,36.5729,34.05842,31.48972,32.07207,30.73886,29.70925,31.40318,32.0164,26.19402
22,BWA,5610,6610,7250,7570,7420,6430,6280,6380,6780,7170,1.70592328995544,1.41413550355517,1.19090216555368,1.12138806019311,1.25595158309984,1.52506854883531,1.83197313579572,2.06884765539921,2.1974164684246,2.1781688165261,14.13807,13.68966,12.99973,12.80619,12.77959,12.88574,12.68932,13.11235,12.94709,12.8184
23,BRA,9640,11070,12300,12770,12100,10170,8910,8680,9140,9220,0.937959306704135,0.915965178459778,0.893525506727112,0.873605695817564,0.855795964130977,0.838838953278811,0.823752152538353,0.807145245445964,0.783844259734468,0.751550842096973,14.59709,14.88721,14.13799,13.15358,13.29311,12.04713,11.99646,14.86497,11.15102,10.94008
24,BRN,33300,35520,42370,45320,43090,38850,33170,29800,29390,32230,1.22507149994452,1.29181506558269,1.33977207261274,1.34852076714032,1.31764439034594,1.24557202006897,1.168569853619,1.11102778339034,1.04964282773986,1.00574227362596,8.33369,8.41756,7.61957,8.07865,8.01761,7.81317,7.91286,7.02539,6.69525,6.86475
25,BGR,7010,7260,7490,7590,7700,7430,7400,7610,8530,9500,-0.658275446635908,-0.641228920515067,-0.579220596364389,-0.559647217410859,-0.568389264052903,-0.638069468160719,-0.701382097841331,-0.730443175298289,-0.722080405222853,-0.703905641117455,23.87244,24.29317,22.21629,21.16338,21.16684,20.41206,19.62786,20.30481,20.39639,17.29031
26,BFA,650,680,730,770,760,700,680,670,750,770,3.01921284414061,3.00904517611233,2.99740381221435,2.98166398413105,2.96187533312778,2.93935056790969,2.91521308067141,2.89075088175118,2.86697911426999,2.8445964977375,41.29936,40.39413,41.16909,38.51253,40.01653,43.63248,43.05181,42.74336,41.76688,40.74491
27,BDI,220,230,250,260,260,260,260,260,250,240,3.25619646076404,3.20771300738314,3.15978509519121,3.13349808169981,3.13675679189263,3.15690795388679,3.17701485540777,3.18120007897113,3.16691169681282,3.1289321480628,27.83957,27.69889,28.28679,28.2065,28.28168,28.3709,28.36512,27.63488,27.98169,27.99587
28,CPV,3400,3510,3440,3490,3360,3210,3130,3080,3400,3630,1.22066926970069,1.25346824532103,1.27140570454365,1.27811403978747,1.26912353358353,1.23949829305891,1.21227381499617,1.19012595595116,1.15884296629081,1.12865786215008,28.17148,31.06129,31.92126,30.71544,30.11248,33.37649,31.82663,32.59455,31.19557,31.08072
29,KHM,750,810,880,970,1020,1060,1140,1230,1380,1530,1.53915213466393,1.58885279806388,1.63044345047096,1.6498363404781,1.6381168470705,1.60368077118284,1.56521446599878,1.53027452708458,1.49034315597302,1.44641184190217,18.84915,17.31448,18.21766,19.1953,17.01531,17.4328,19.15603,16.83556,17.16058,17.80251
30,CMR,1400,1420,1420,1480,1540,1500,1440,1390,1490,1540,2.74773375136593,2.74047937968109,2.73124948919439,2.71824868984878,2.70152461390938,2.68184811095466,2.66050206631452,2.63775433447287,2.61228416133822,2.58417898206639,53.5823,54.40143,55.42413,53.04467,53.82225,59.08734,59.19735,59.29862,57.80493,56.36692
31,CAN,44490,47190,51080,52800,52200,47590,43890,42900,45080,46540,1.11186407517168,0.978697786570341,1.08581726304756,1.05659125917789,1.00533757867378,0.746339477969813,1.13234865466606,1.19952071057872,1.41245586917998,1.43613682316886,7.76265,7.8737,7.70689,7.40761,7.29134,7.15364,6.30748,6.89968,7.09267,6.38944
32,CAF,510,530,570,380,390,400,410,440,490,520,1.12655511715726,0.723967672972794,0.401398611232931,0.259647553067029,0.364133903303029,0.647515777004538,0.985784078923095,1.2774834969372,1.5191174668345,1.67466162763351,27.86686,28.59072,27.84438,26.61987,27.61422,29.06455,29.15016,27.93652,28.25056,27.19802
33,TCD,910,890,960,970,980,880,730,640,680,700,3.33466929345193,3.3635382470264,3.37076756399417,3.35106893405564,3.29689942062191,3.22199984419079,3.14393299725849,3.07750673636919,3.02350454795029,2.98613014725798,41.64312,42.20619,43.04271,40.62418,41.04188,44.4972,44.48747,44.35547,42.60818,41.15263
34,CHL,10790,11930,14270,15180,14770,14130,13340,13260,14580,14900,1.03891170046699,0.997514840169031,0.96307999965156,0.978805917146093,1.06117867141393,1.17771785691816,1.32520687841934,1.42514142087535,1.39106423293431,1.18293256569455,22.25415,22.50082,22.0063,23.82929,23.14193,24.15233,23.74832,22.69373,21.46726,20.48648
35,CHN,4340,5040,5910,6740,7470,7890,8210,8670,9540,10310,0.482959688678361,0.546457594880274,0.678345458846803,0.666072977690069,0.630326389541893,0.581456146657648,0.573050906069647,0.605245013482969,0.467672053461959,0.354740890170827,47.18253,51.9203,53.43098,64.92525,55.40258,51.76256,47.61291,46.89996,40.54193,38.153
36,COL,5630,6320,7290,7960,8210,7330,6460,5940,6270,6570,1.05064996242948,0.968365031109833,0.900335047336095,0.906920982436048,1.0104897504141,1.1704451989867,1.3676499516175,1.51374743470421,1.52423594388212,1.35678804331132,17.41506,17.84735,17.18047,18.07776,17.21034,17.3316,16.90482,15.90059,14.72127,14.03552
37,COM,1380,1410,1420,1490,1490,1380,1320,1280,1370,1380,2.41327037744548,2.41826786302,2.41713114831259,2.4085085351559,2.38254831579554,2.34845598521899,2.30927369612098,2.27324455021872,2.23941634435226,2.20646505841421,13.735,13.8865,14.16312,14.0733,14.24112,14.53778,14.15413,14.29056,14.41939,14.3724
38,COD,320,340,380,410,440,460,470,460,500,530,3.33113330807202,3.33767597445113,3.33757066956072,3.33135585036626,3.31967815794583,3.3028191819646,3.28293417455056,3.25850577170009,3.22669886135312,3.18708626507603,31.83993,31.62003,32.14339,32.08453,31.46924,32.20523,32.98959,31.32414,31.46394,31.57858
39,COG,2750,2710,3500,3750,3990,3100,2220,1700,1790,1810,3.04895683882158,2.79427264189258,2.59092527223385,2.46504470838409,2.440535491773,2.48375698671647,2.53956659003454,2.57067057638817,2.58172086705774,2.56282646096789,30.35857,30.49804,29.84971,29.90465,28.64988,28.98937,30.03266,28.76763,29.26944,29.48397
40,CRI,7260,8090,9280,9930,10350,10700,11100,11500,11970,12120,1.24493397923295,1.20983529009945,1.17835234575071,1.14757030077983,1.1172644537537,1.0870985434196,1.05736605443833,1.02787999000234,0.994802059847413,0.957865009385917,18.34723,19.17703,18.51075,19.14176,18.0355,18.31777,17.8607,17.0471,15.59229,14.69544
41,CIV,1230,1110,1240,1350,2020,2050,2050,2030,2180,2290,2.33453614556572,2.38552681012208,2.43594320427159,2.47667884960598,2.50449558970766,2.52216477826712,2.53612860524997,2.54778157022741,2.55232234123969,2.54938709160815,39.44081,40.74937,41.18663,39.4543,39.55348,43.7615,42.70035,42.12337,41.80919,40.41493
42,HRV,14220,14230,13610,13760,13500,13270,12680,12980,14410,15540,-0.226821270818422,-0.345264228485821,-0.305655944795909,-0.278509062850129,-0.407343184777633,-0.824099163913538,-0.69838345731273,-1.20061016480925,-0.893486927711056,-0.554146739042888,20.99358,22.06682,19.8851,18.93214,19.0963,18.64689,17.72706,18.22426,18.97625,15.28803
43,CUB,5200,5630,6110,6640,6840,7230,7480,7950,8630,..,-0.0078209400275259,0.0964985990967583,0.1817480467984,0.22724223275672,0.214142579335342,0.157902541706838,0.0911831698686808,0.036578756776887,-0.00978066226269748,-0.0411262892496893,13.32336,12.77719,13.71305,13.2396,13.71356,14.16391,14.4658,14.76059,14.28114,13.31979
44,CYP,32040,32550,29680,27830,26530,26010,24720,24960,27330,28600,1.31435017990175,1.09232382023245,0.903504247637881,0.774057448341904,0.734358831588459,0.751316386354157,0.789476881596144,0.808217946249284,0.80854929846874,0.779957016025289,18.5258,17.56798,16.22805,16.11813,14.88171,15.12686,13.67356,14.60062,15.38302,14.51621
45,CZE,19400,19460,19440,19410,18900,18370,17670,18310,20560,22110,0.29136167418042,0.206747667335417,0.139925655740972,0.0331699460503076,0.105277581527518,0.196588748472653,0.192048415842684,0.265642663548985,0.334427262299794,0.393788864202175,20.24895,20.80231,18.80054,18.07482,18.27818,17.5159,16.62194,16.99135,17.50349,14.34125
46,DNK,61220,61990,61650,63200,63670,60510,58040,56690,61260,63460,0.444197154509531,0.411737855195019,0.376272242619955,0.416901360752097,0.507053283010163,0.706423849687002,0.780392644135167,0.643350903737356,0.495838925879129,0.358130915892652,12.26529,12.98285,11.44257,10.96574,10.39104,10.72585,9.77846,9.96918,10.01519,9.65653
47,DJI,..,..,..,..,..,2540,2640,2730,2910,3110,1.48370781049189,1.59130561077479,1.6802510753989,1.73119808534073,1.72966983945298,1.68713196053581,1.64062894888599,1.59974199816625,1.55786869505917,1.51455950269865,20.58046,20.825,21.15661,20.71166,20.00309,20.38808,20.4687,20.89987,20.38832,19.98484
48,DMA,6730,6920,6850,6700,7040,6920,7270,7270,7800,8210,0.0409243258489963,0.0493691340102498,0.0592108062919439,0.091566712743407,0.101329964338399,0.118088664559983,0.1852866155223,0.214335327593936,0.23202839477624,0.253775391715059,7.86285,7.69866,8.1195,7.8932,8.35549,8.8134,8.8778,9.23309,8.74675,8.22238
49,DOM,5330,5540,5790,6030,6330,6580,6860,7090,7780,8100,1.22855325822389,1.21079976113526,1.19223652132696,1.17433819883707,1.15722499834282,1.13948330027521,1.12250979934744,1.10348624035038,1.07886200909288,1.04662057856427,7.52421,7.04065,7.461,7.21616,7.69651,7.87327,8.01817,8.32237,8.00486,7.58534
50,ECU,4400,4880,5390,5810,6110,5970,5800,5860,6090,6090,1.58940945340249,1.5387578951487,1.4989154903973,1.49689924339943,1.54370951998338,1.61793842153926,1.70687458770944,1.76850279585209,1.76565269522798,1.67917269268893,17.47493,17.10048,17.73954,18.12336,18.55831,17.72879,17.16539,15.83787,16.3823,16.54855
51,EGY,2370,2560,2840,3030,3230,3340,3440,3030,2790,2690,1.98480507963281,2.11377559615712,2.21474099517289,2.26795425995553,2.25925135870425,2.20702533886058,2.14522226806526,2.09083266789985,2.0332723991851,1.97628022437557,60.83491,59.31687,60.50464,61.92892,62.02213,61.56171,61.96814,62.04866,62.19745,63.15743
52,SLV,2880,3060,3210,3350,3400,3440,3510,3600,3820,3980,0.424566261779668,0.43067750767237,0.439491797451583,0.450320730659221,0.462504406912423,0.475379938992478,0.489163801354667,0.501983868180685,0.509273429616579,0.509699113997832,26.92661,28.312,26.85603,28.60984,27.04093,27.18434,26.44211,24.93845,23.35659,22.15224
53,GNQ,9970,11540,13870,14030,13230,10850,8270,6510,6730,6320,4.55859753598786,4.47844612368567,4.39405251755149,4.29188431716242,4.17228049316185,4.04289647772825,3.910797910143,3.78110663523236,3.65334093213133,3.52884025293578,24.24799,24.93395,25.52585,24.30935,24.11408,27.28679,26.95478,26.62422,26.37597,25.66867
54,ERI,510,600,..,..,..,..,..,..,..,..,1.60620728106538,1.36371886893331,1.1180373862657,0.95993162811431,0.909803592359427,0.942981580368309,1.0042683597868,1.07037642858431,1.1624015499457,1.27542875493828,22.41942,22.7158,22.69251,22.20768,21.30527,22.33113,22.30357,23.55812,22.98061,22.74486
55,EST,14580,15840,16760,18140,18880,18570,18290,18760,21200,23050,-0.22805796852935,-0.303582823643979,-0.357944411443807,-0.355891802625531,-0.262256175097854,0.0655525295417938,0.0291122255540077,0.121070631466687,0.348039137980543,0.368313695574019,8.46857,7.65399,7.37921,7.63221,7.84577,6.74558,6.19576,5.89878,6.70458,6.35007
56,SWZ,3460,3860,4310,4420,4130,3800,3450,3390,3620,3710,0.695379475450237,0.672762228049404,0.674567033429102,0.697837862901262,0.749729090602264,0.819991316155699,0.897738794178433,0.966059893032549,1.014213397419,1.03826564467004,14.96722,14.71019,14.74831,14.89782,15.05071,14.82998,14.5759,14.77646,14.94766,15.07308
57,ETH,380,390,410,470,550,600,670,740,800,850,2.78375692665143,2.81261373694903,2.82962796762188,2.82701488481635,2.79992468847357,2.75611161556288,2.70807265338359,2.66341448153029,2.61996917105787,2.57969708764895,22.26304,22.38095,22.08561,22.07112,21.94154,22.11803,22.17223,22.2304,22.23241,21.80471
58,FJI,3650,3770,4140,4710,5020,5100,5280,5370,5910,5800,0.721353944911169,0.421873730679218,0.186749844268206,0.0620570008249373,0.0975723050605574,0.251861863930646,0.433535156741165,0.577645837253693,0.684860282111394,0.729092657357544,7.19301,7.03749,7.10199,7.12294,7.22564,7.32313,7.38893,7.45195,7.51985,7.36073
59,FIN,49750,50260,48970,49510,49420,47180,45530,44840,48220,49940,0.457494535465831,0.463558707499131,0.475809486683209,0.460723772785295,0.413560207519414,0.329383885818507,0.287421401687637,0.234670531705453,0.132641040791912,0.110191690491055,7.06676,7.03235,6.32824,6.19898,5.77196,5.82623,5.39254,5.37331,5.57078,5.46669
60,FRA,43970,44440,43410,43800,43340,41130,39100,38320,41200,42550,0.494040602950225,0.483675544447657,0.483998961260596,0.514773829097755,0.473706907839969,0.355569240058298,0.263868788565368,0.29020211635109,0.274451849056795,0.218824148997353,14.4533,14.72045,13.28604,12.94845,11.87684,12.20689,11.24407,11.2922,11.22835,10.45709
61,GAB,7850,8120,9090,9330,9330,7970,7080,6510,6830,7170,3.45914677152663,3.65632223436154,3.78858379514105,3.77941142417916,3.60662305351134,3.33525107312594,3.04363801829034,2.79587459437534,2.60348679566927,2.48404317871067,25.25444,25.36521,25.71197,25.17365,24.74257,26.12616,26.67274,25.89724,26.25771,26.28642
62,GMB,890,760,760,730,650,620,620,660,720,750,2.99568796782189,3.01796344575918,3.03116971169135,3.03420154965796,3.02595091827443,3.00872083418281,2.98837300675649,2.96906958481079,2.94601268814255,2.92186286632026,37.46242,37.6336,38.99416,36.75793,37.9618,39.87149,38.93244,40.49778,39.85939,39.10354
63,GEO,3210,3520,4150,4530,4740,4410,4080,4040,4460,4690,-0.729475256932528,-0.802164039694326,-0.736565518814038,-0.300972141406188,0.0469539002549217,0.157481405176007,0.0598165991047394,0.0133860746662629,-0.0390365463489613,-0.171565740223868,22.83911,25.97638,25.60431,23.91735,22.75555,22.56939,22.23778,21.05663,20.65794,19.06419
64,DEU,44680,47320,46560,47220,47640,45780,44280,43760,47470,49190,-0.153198446937304,-1.8537146287573,0.187727800567293,0.272900214681538,0.416877359168292,0.865702643950251,0.807218538573871,0.373724559895838,0.300526701992065,0.22551987421288,15.05866,15.41786,13.75633,13.26872,12.47156,12.64463,11.65641,11.77804,11.69647,10.73096
65,GHA,1240,1380,1530,1840,1880,1940,1810,1880,2120,2230,2.48700897388359,2.42440178256109,2.36948272778757,2.32382860718794,2.29181383680384,2.26877798247593,2.24660996015773,2.22050488189039,2.19285287421765,2.16258446185622,44.15821,45.88362,46.1697,44.52658,44.32529,50.00957,49.58518,48.44405,48.04326,46.04334
66,GRC,27610,24560,23180,22430,22010,20190,18640,17960,19080,19670,0.128880432668041,-0.147951277402184,-0.540752950543684,-0.725120806658085,-0.666113290031891,-0.658861360878339,-0.415913028277122,-0.197783224759792,-0.202880238259165,-0.105339392724138,19.70342,19.55482,17.69594,17.32218,15.61442,16.44555,15.17234,15.19722,15.68502,14.62251
67,GRD,6940,7060,7030,7350,7520,7750,8350,8740,9610,9750,0.415067525443612,0.524851800808174,0.621740443257645,0.667831666227163,0.670747705283378,0.64347164631606,0.600367480579,0.552600021547813,0.517266573481224,0.494964112035921,9.39634,9.23726,9.78476,9.54154,10.17527,10.76191,10.58836,11.13847,10.56853,10.08384
68,GTM,2730,2910,3160,3380,3550,3700,3870,4100,4400,4610,1.83655642844003,1.81948775605672,1.77749578673149,1.75716769812924,1.72875760277972,1.69146509302391,1.65807331834237,1.62765379973835,1.60038598150372,1.56038604781094,25.981,27.38173,25.71066,27.22863,25.22439,25.41907,24.99632,23.81887,21.71094,20.74787
69,GIN,690,680,700,700,740,760,780,820,860,950,2.25938161116451,2.21515030486438,2.197958681877,2.23532763160631,2.34225412440163,2.4898348435131,2.64435773103833,2.764879904347,2.8331175118102,2.83478481749442,36.75639,36.8619,38.56442,35.99449,37.47029,39.19347,39.27696,38.63413,37.9553,37.57394
70,GNB,580,640,630,640,640,640,650,680,720,800,2.57341352656849,2.61831220530319,2.65074262506761,2.66076608274062,2.644755927701,2.6111512533031,2.57011948297183,2.53224925787499,2.4935051959006,2.45652856791883,33.91065,34.199,35.23712,33.12466,34.50521,36.11347,35.00763,36.52577,35.89896,34.84998
71,GUY,4510,4820,5290,5540,5570,5470,5600,5910,6290,6630,0.228701604144641,0.346196945211445,0.445663749260621,0.514040832989459,0.537221878235554,0.530702759294195,0.510790065048753,0.498520023687447,0.487575158848574,0.482526666451711,10.48881,10.08629,10.7606,10.41427,11.08202,11.72288,11.76084,12.03326,11.51726,11.10584
72,HTI,1130,1240,1300,1390,1430,1410,1360,1340,1410,1390,1.53210280667313,1.50631004058552,1.48005462449313,1.45027666858973,1.41613128249998,1.37950998738794,1.34139498435713,1.3050204632281,1.27405022512994,1.24985422874917,9.56173,9.04796,9.60844,9.36743,9.92126,10.14026,10.36243,10.61368,10.23239,9.69133
73,HND,1740,1880,1970,2010,2010,2060,2120,2250,2330,2390,2.02441331695389,1.94316947523917,1.86932160846233,1.81013079423251,1.76927098953001,1.74147410181564,1.71775974956218,1.69227148219463,1.66708222728063,1.64061784169287,22.41273,24.6973,22.49206,24.52253,23.10055,23.07178,22.63153,21.06729,20.02576,18.93138
74,HUN,13270,13260,13090,13520,13560,13230,13100,13190,14980,16520,-0.226013875689698,-0.283360435946948,-0.516437606548041,-0.27536875707442,-0.269378767165116,-0.237855001984657,-0.295110604845478,-0.265860932255517,-0.126786951652838,-0.0452557101106228,19.48187,20.28949,18.09601,17.41172,17.6783,17.16101,16.18065,16.61689,17.25407,14.24457
75,ISL,36270,37610,40690,46960,48090,49940,54910,60230,67760,72900,-0.143903000294037,0.305468368224399,0.532100734916982,0.945885900369151,1.11250475522796,1.04194038662969,1.38808149583838,2.34558267643862,2.67814276922904,2.19893225826166,6.90546,7.45684,6.63645,6.38553,6.03472,6.43001,5.68914,5.75077,5.88924,5.78865
76,IND,1220,1360,1480,1520,1560,1600,1680,1820,2010,2100,1.35033831370532,1.28851296178524,1.23148489388617,1.18290421490412,1.14567340150608,1.11689591278599,1.09045932094686,1.06335942989132,1.03782784787162,1.01326124930492,55.16824,55.05154,55.71659,58.2048,55.88501,55.47851,52.99866,51.30151,55.47787,50.17359
77,IDN,2530,3010,3580,3730,3620,3430,3400,3530,3840,4050,1.3377824768766,1.34790440280692,1.35169978721169,1.34077086414715,1.31094524538172,1.26782970253157,1.22059105826764,1.17619742367279,1.13450697951891,1.09792643725552,20.59222,19.12046,20.27159,20.90741,18.87457,19.34402,20.77603,18.41187,18.46806,19.3398
78,IRN,6250,7020,7660,7530,6960,5710,5730,5750,5110,4260,1.14215042395487,1.17582867782158,1.20517252138084,1.23941932960237,1.27812132080551,1.31632102523348,1.35622574111708,1.38533380166753,1.38647833501238,1.35228980616831,29.88702,29.6127,29.63387,29.5478,29.05687,29.87318,29.5019,30.35325,32.17821,31.61622
79,IRQ,4580,4960,6310,7050,6750,5800,5340,4640,5040,5780,2.61896343035427,3.25271672235618,3.72062751428444,3.89628381431623,3.71481632582884,3.3162514919462,2.87723163897077,2.54089597268518,2.31845313270607,2.25413907484826,39.31795,38.61172,38.56523,38.55701,36.63165,39.05414,38.51472,38.85521,39.97648,39.28878
80,IRL,44850,42220,40730,43510,46410,50390,51810,53350,59350,63300,0.544884384079014,0.436072439258428,0.4237438032978,0.526556158855653,0.731001376585771,0.944845307474728,1.12883406399428,1.08867556062,1.23887545258946,1.36762695363797,9.902,10.60182,9.42652,9.32749,8.73801,9.16187,8.07617,8.13348,8.30705,8.19503
