,Country Code,GNI 2010,GNI 2011,GNI 2012,GNI 2013,GNI 2014,GNI 2015,GNI 2016,GNI 2017,GNI 2018,GNI 2019,POP GROWTH 2010,POP GROWTH 2011,POP GROWTH 2012,POP GROWTH 2013,POP GROWTH 2014,POP GROWTH 2015,POP GROWTH 2016,POP GROWTH 2017,POP GROWTH 2018,POP GROWTH 2019
107,IBT,3481.42547719853,3838.84214633283,4324.15356118574,4658.22575608303,4805.64590492651,4658.66596093022,4558.7709657871,4643.03215680153,4967.56938526995,5207.67130343961,1.30435012272652,1.31931323037169,1.33929488618998,1.33280950410193,1.31398087529911,1.29173689840125,1.27735617368485,1.27011046036485,1.22353946044116,1.1843629771727
108,IDB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
109,IDX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
110,IDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
111,IND,1220,1360,1480,1520,1560,1600,1680,1820,2010,2100,1.35033831370532,1.28851296178524,1.23148489388617,1.18290421490412,1.14567340150608,1.11689591278599,1.09045932094686,1.06335942989132,1.03782784787162,1.01326124930492
112,IDN,2530,3010,3580,3730,3620,3430,3400,3530,3840,4050,1.3377824768766,1.34790440280692,1.35169978721169,1.34077086414715,1.31094524538172,1.26782970253157,1.22059105826764,1.17619742367279,1.13450697951891,1.09792643725552
113,IRN,6250,7020,7660,7530,6960,5710,5730,5750,5110,4260,1.14215042395487,1.17582867782158,1.20517252138084,1.23941932960237,1.27812132080551,1.31632102523348,1.35622574111708,1.38533380166753,1.38647833501238,1.35228980616831
114,IRQ,4580,4960,6310,7050,6750,5800,5340,4640,5040,5780,2.61896343035427,3.25271672235618,3.72062751428444,3.89628381431623,3.71481632582884,3.3162514919462,2.87723163897077,2.54089597268518,2.31845313270607,2.25413907484826
115,IRL,44850,42220,40730,43510,46410,50390,51810,53350,59350,63300,0.544884384079014,0.436072439258428,0.4237438032978,0.526556158855653,0.731001376585771,0.944845307474728,1.12883406399428,1.08867556062,1.23887545258946,1.36762695363797
116,IMN,71570,74390,82210,87840,89000,83990,78860,78810,83660,83920,0.563714672676353,0.0388818526798947,-0.419070043077339,-0.651560883022837,-0.593530251464843,-0.307101968807689,0.0768639545913868,0.376260134981162,0.552233889715099,0.611876545859163
117,ISR,29770,31760,32540,34670,36300,36200,36540,37970,41320,43540,1.82675240987847,1.84807786159597,1.84615132126711,1.86605289478673,1.91954379859591,1.98128897562083,1.9603489624817,1.93872567441099,1.92662286520241,1.90898263957994
118,ITA,37960,37980,36220,35570,34910,33000,31970,31380,33850,34940,0.30759122234095,0.171978290995717,0.269541239520996,1.1592511168095,0.917504095962437,-0.0963761331392095,-0.169884073301448,-0.14986111697397,-0.190063640113791,-1.15302842389952
119,JAM,4390,4590,4980,5010,4910,4700,4600,4750,5010,5250,0.521735381598588,0.548862742473938,0.57148456718391,0.581740676170178,0.57298511603621,0.551043933758775,0.525007303608295,0.501314741642566,0.47833817688853,0.456356507419859
120,JPN,43910,47470,50060,48850,44440,39380,38460,38930,41770,42010,0.0179605415195644,-0.185226486410846,-0.159710675844347,-0.144271883387076,-0.132694222147042,-0.106124993746747,-0.0511374152133631,-0.081874296046114,-0.126880068088791,-0.140464977878172
121,JOR,3520,3620,3720,3830,3920,3950,4000,4080,4270,4410,5.20482327869944,5.37929559488532,5.42391362973706,5.16738664705539,4.58658511076862,3.82497489731351,3.05762255617112,2.39465932202378,1.81748233928602,1.35921632969114
122,KAZ,7440,8280,9940,11840,12080,11380,8770,8040,8070,8820,1.41327147745347,1.43151244887822,1.40867688701824,1.43944535624798,1.47267087305755,1.46148468519161,1.42204614032925,1.36038126908993,1.31452298457883,1.28960848954226
123,KEN,920,1000,1050,1110,1230,1300,1460,1510,1680,1830,2.7225900011839,2.69374364646689,2.66280780440883,2.61860447776138,2.55940314494339,2.49176754837837,2.42082093780373,2.3564774490698,2.30574364203494,2.27274637907931
124,KIR,2040,2090,2620,2980,3200,3450,2800,2930,3170,3440,1.96417541978949,1.73842049192614,1.53868138420516,1.42642187780666,1.38076698674731,1.39802743576964,1.43386389002529,1.43286876361253,1.46875398423395,1.51298666799305
125,PRK,..,..,..,..,..,..,..,..,..,..,0.492066889676383,0.506081340779637,0.514396262366461,0.518246253061351,0.51330357772782,0.501732435620516,0.490511296531531,0.481502958338939,0.469955192788577,0.455141902020057
126,KOR,22290,23590,25660,26980,28160,28720,29330,30300,32750,33830,0.49822508440111,0.768971758582589,0.525713660600414,0.455218622164662,0.628149861433639,0.527288497407793,0.396851823381145,0.280968018301691,0.433519027613049,0.347874968577526
127,XKX,3150,3390,3540,3800,3910,3930,3930,3950,4300,4640,0.803248961277754,0.859067492317545,0.895254757473813,0.607467946683114,-0.294473630866066,-1.3649323381159,-0.596734073866868,0.753584842739213,0.33901096210321,-0.457730006092952
128,KWT,42490,43790,49690,53060,51000,41820,35330,31400,33710,36200,5.87973235396896,5.72142299542758,5.55000812778985,5.16548156283081,4.56084810570999,3.84418504828989,3.11285391822542,2.47711270117599,1.98243711082377,1.67213222595982
129,KGZ,850,880,1040,1190,1250,1180,1110,1110,1220,1240,1.19286442880631,1.21689072909974,1.66523655939962,1.98473866725772,2.0061078993716,2.05902596620676,2.0372244221997,1.93364715643057,1.99032207024617,2.08787614010317
130,LAO,1000,1140,1370,1610,1830,1980,2130,2260,2490,2540,1.62205058536827,1.5622782368538,1.51601262173813,1.49049847506341,1.49400418566463,1.5155746860205,1.54103201749189,1.5535342498681,1.54795306869369,1.5172569744542
131,LTE,5768.62114292589,6501.71637895677,7474.05412697205,8268.55963769086,8670.56146118036,8494.83703739145,8337.24107771201,8543.54149635447,9337.93853409794,10006.0476625278,0.599159894567762,0.637719628412597,0.714958815927474,0.711688580357745,0.687387559762826,0.650958849824647,0.642314632800691,0.652777099545659,0.548103954919242,0.463304857998835
132,LCN,8040.84581267756,8856.32216336157,9782.41362016686,10195.9844430685,10083.0813014451,9122.30093473327,8407.50010346202,8295.67058490361,8626.96424849315,8722.61934610076,1.11453109472404,1.11970804525731,1.09910909757018,1.07796594370753,1.05040830078802,1.02305108077958,0.995105679085626,0.966192505058387,0.9325703733045,0.92864702421285
133,LAC,7619.21307581567,8458.28580343224,9346.89173160202,9790.2559923569,9612.90302211588,8783.01417992311,8047.0303200385,7911.64549757574,8188.05564084735,8253.94081212748,1.11247366692233,1.11787622306568,1.09264455836826,1.07870541563901,1.07818992629389,1.08486696292954,1.09720589989561,1.10153467439187,1.08373738339304,1.03617227653123
134,TLA,8004.48084558297,8829.13098196073,9765.20062547228,10177.8312461515,10058.1978030475,9064.99352633891,8325.4189302107,8200.75802804966,8523.60423540041,8611.68210682246,1.14774165336932,1.15507579029857,1.13212093973726,1.10857775712283,1.08312161003229,1.0562116418981,1.02917595710714,1.00275122816012,0.977052246828933,0.951931057332089
135,LVA,12650,12740,13800,14850,15340,15110,14800,14870,16550,17810,-2.08130508988111,-1.82076700208005,-1.24035915329271,-1.07103480329077,-0.941743354234222,-0.818626340945853,-0.913885332226604,-0.886215573292392,-0.779138396192231,-0.695239140136066
136,LDC,776.70024098349,833.410119017772,907.564626118434,983.550391274676,1031.52107330279,1010.6683573469,996.160990439882,1030.71828916425,1074.99531615091,1120.98236162203,2.36035174045213,2.3733454450728,2.38125025694798,2.38633925689176,2.38678402403826,2.38325326845053,2.378802213301,2.37308230209443,2.36270928829003,2.34698260328537
137,LBN,7470,7560,7560,7650,7540,7290,7220,7460,7590,7280,2.86803826418261,4.90410211757948,6.25174094051932,6.55912171719335,5.71912410680609,4.24701618392068,2.74193248822904,1.55307816183349,0.585360849269362,-0.0539404817281259
138,LSO,1270,1360,1500,1460,1350,1310,1270,1190,1230,1330,0.27297537342346,0.41096551086715,0.557135557161302,0.669716682610783,0.732817028859017,0.758719326998128,0.775514209299446,0.791589928337923,0.799793018141496,0.800269955388003
139,LBR,460,520,570,650,650,650,640,640,630,610,3.59016390667023,3.18884373580466,2.90010350523034,2.68801998464313,2.58315947137196,2.55277350982765,2.52930549204178,2.48555913100141,2.45258690738409,2.4272153554856
140,LBY,12230,6110,12900,11470,9070,8380,7730,9900,11180,10200,1.03279845585375,0.799852879464311,0.611386604684116,0.548926061721924,0.657433708371546,0.880669873783281,1.14396728727023,1.35493226540367,1.47585263915873,1.46982235441249
141,LIE,..,..,..,..,..,..,..,..,..,..,0.76130821279276,0.838237151027754,0.866779983105325,0.883698225806073,0.752440880642089,0.658778023875938,0.505858373704087,0.397562145691811,0.298456436961338,0.26864036804366
142,LTU,12570,13320,14100,15340,16070,15190,14890,15280,17470,19060,-2.09694341985475,-2.25846389882827,-1.34120198821595,-1.01200736818103,-0.859827343070249,-0.940753796646208,-1.27069453298857,-1.39832220092102,-0.954190459209969,-0.264704354944785
143,LMY,3310.04506509365,3668.24348939301,4148.64925276045,4485.13482694556,4629.52763347916,4506.50315189364,4414.13658541344,4497.77641184816,4806.56245986804,5035.94434770631,1.31831051579007,1.33054783694003,1.35067281844894,1.3450486542857,1.32840741377321,1.30941625969699,1.29847103551894,1.29368817100959,1.24744575126631,1.20536193963368
144,LIC,1073.25328366814,887.570758528333,781.572639104865,758.134348593883,782.426840092,759.810046345748,748.271741849984,759.06188051367,716.852411942431,719.102579059179,2.74082848514161,2.67374478265869,2.6187886916869,2.58651670536835,2.58293529270244,2.59882767776141,2.61506077149944,2.62566475902885,2.6400315715869,2.65735374071063
145,LMC,1668.81853356761,1843.95824082315,2058.83403920752,2165.80763882697,2206.57253962337,2159.11491960186,2166.8662919211,2219.50086303714,2356.28004833963,2428.43044362638,1.56939285149048,1.55435759907172,1.52580967265285,1.51571823972425,1.49571499089159,1.47944824863507,1.45912620613562,1.43684206213182,1.41480639542672,1.3893628925334
146,LUX,77640,79210,87950,85160,86760,73530,73730,75800,79540,77110,1.8254058035237,2.22266050326725,2.40154189982875,2.31117625275217,2.35697870484045,2.35995118136865,2.15531198799205,2.43097641776115,1.92883751398765,1.9628449198635
147,MAC,45260,54490,60790,69510,72140,62090,63710,69950,76460,75820,2.21948288791181,2.31735693293571,2.36881742693394,2.33599926577806,2.19985609333681,1.99335126527535,1.76658637232662,1.57911395438072,1.4439607580844,1.38562793740991
148,MDG,470,480,500,520,520,490,470,470,500,520,2.79267649390527,2.76190338596182,2.73395412201523,2.71323855057439,2.70101227103798,2.69413797978676,2.68817665365031,2.67980999725449,2.66951722668417,2.65644587984943
149,MWI,450,490,460,410,370,350,340,380,440,560,2.87065408031325,2.86449596557394,2.85868448753604,2.8384987806274,2.80304251760847,2.75941225496406,2.70968236962903,2.66644645704802,2.64174528787889,2.64093709821938
150,MYS,8260,9050,10180,10840,11140,10680,10150,9950,10650,11260,1.69100946649984,1.55804019772355,1.44573944701104,1.36918357135887,1.34047496185505,1.3448002213693,1.35735924562312,1.3594891710441,1.35196001397349,1.32884901520668
151,MDV,5960,6590,6630,6800,7320,7650,8070,8600,9210,9640,3.43202635768944,3.9572424041097,4.30501951635701,4.51860343118191,4.56833997812784,4.47209805541824,4.42690070801571,4.30006271362034,3.81549331609073,2.91480812041913
152,MLI,700,730,730,780,810,800,780,770,830,860,3.15863381986127,3.04461310886847,2.95250852174454,2.90104516964025,2.90194115938757,2.93599897717652,2.97543544750901,2.99919867073212,3.00806522834665,2.99625535273008
153,MLT,21370,22120,22160,23370,24560,25230,23440,24710,27950,29330,0.49118281065151,0.423700885195294,0.899209211902256,1.4040502758129,1.9967544083193,2.38639536345808,2.28861544064371,2.73866285589301,3.49195540302534,3.93135631850717
154,MHL,3550,3570,3470,3880,4040,4290,4250,4440,4840,5050,0.188250393023619,0.288789676722812,0.332050183221665,0.388930931556708,0.438151354676189,0.455390878332687,0.484514740861651,0.57006787881311,0.616496178310496,0.646743378680184
155,MRT,1500,1600,1760,1850,1750,1640,1510,1530,1640,1720,2.926972491675,2.94532125452222,2.95452101978226,2.94920984544727,2.92719086716152,2.89369909323781,2.85598806457222,2.81923462214867,2.78008863129266,2.74148343597351
156,MUS,8080,8400,9550,10520,10820,10700,10640,10980,12270,12840,0.237886692890185,0.160140420765724,0.277321025514609,0.220398691741504,0.181061469451535,0.132433082605329,0.0687231379365168,0.0901868114668421,0.0545472669534157,0.0322400432027594
157,MEX,9040,9310,10050,10270,10500,10160,9390,8920,9180,9470,1.43814066910139,1.39478996981758,1.35529442643505,1.31555760676608,1.27768636604222,1.24116450246976,1.20325950587092,1.16396694963579,1.12641479134149,1.09136688717461
158,FSM,2900,3070,3150,3180,3150,3490,3410,3450,3400,3940,-0.0534273667674984,0.515594947324728,1.01754150310071,1.34584881611012,1.42668074182074,1.33316817603444,1.2131540244091,1.1241750321301,1.05221384801299,1.03422854195793
159,MEA,7402.15511391561,7613.38397626718,8427.37912750777,8814.42518726347,8767.82394810284,8090.31366538879,7683.85856994281,7312.53967747733,7522.81840641288,7644.5726394276,2.126041020635,2.07939031015943,2.0372748757441,1.99027354797074,1.9405672433481,1.88967716286453,1.83040688166223,1.77182905054975,1.73924151199654,1.72287482191183
160,MNA,4519.00227459414,4371.81176618571,4720.8098693431,4765.69734237986,4611.02029126733,4163.41862517798,4063.73861605164,3878.91177217644,3770.90586781506,3631.99596561753,1.79775424707678,1.81358769674334,1.82559904863172,1.82376975932192,1.80461319460177,1.77438158837295,1.7359575102895,1.69984923088833,1.69062802687019,1.69782485269351
161,TMN,4542.13650553212,4389.14874872805,4738.50969824388,4780.91171439749,4623.43892600692,4169.2905456146,4065.69087523473,3878.30223739636,3765.85646341822,3624.17230150345,1.78824312784283,1.80502831620232,1.81779913857483,1.81669565483602,1.79795412852046,1.76797570868987,1.72959980391067,1.69616459137391,1.68015656912426,1.68761202843403
162,MIC,3540.50530649918,3956.47226349427,4501.23130322636,4880.26049977796,5043.02837185157,4914.93635893797,4819.58271231662,4917.35158595316,5272.17687493376,5535.19709718096,1.17590508210881,1.19400325863164,1.21987565405988,1.21523032304648,1.19544612759373,1.17088411601038,1.15502241993835,1.14646839807581,1.09127604963126,1.04003559094541
163,MDA,2380,2730,3140,3620,3740,3300,3180,3330,3920,4580,-0.0998632072433329,-0.0578188266371312,-0.0131135135644405,-0.0267918821500678,-0.0609555340918141,-0.787848361701053,-1.148202157971,-1.69193257910835,-1.71854141941543,-1.60950755658359
164,MCO,..,..,..,..,..,..,..,..,..,..,1.08991365797569,1.16147269896444,1.19751996711872,1.19961088514868,1.13449255708833,1.07406120275299,0.915658238773299,0.842253416153839,0.752527100059372,0.734075853671846
165,MNG,2000,2590,3650,4330,4210,3800,3490,3240,3690,3850,1.70974126800063,1.83803425141813,1.94252634677933,2.00077435794101,2.00381359314742,1.96424831312739,1.9134192168807,1.86159804139428,1.7959102043121,1.71853282942005
166,MNE,6920,7260,7000,7330,7320,7260,7090,7410,8450,9140,0.183239906425096,0.10504177223011,0.0841474080023094,0.097599636675676,0.0970220113323688,0.0561107244885728,0.0231425307711559,0.011247907097728,-0.0234613531527775,-0.0319870125812963
167,MAR,2930,3000,2980,3090,3060,3020,2880,2880,3090,3200,1.2892074374743,1.34658267280361,1.39357546150501,1.41526843050764,1.40384162655748,1.36882070040432,1.32590216473171,1.28696129912794,1.25076295051273,1.22117870546902
168,MOZ,520,540,600,670,690,640,530,470,460,490,2.74365674235719,2.74931744330296,2.7531631636369,2.76904476204422,2.79857322547603,2.83474676145066,2.87208103472672,2.90067226108777,2.91361831836918,2.90700114585105
169,MMR,620,800,990,1160,1210,1170,1200,1180,1220,1270,0.695008953862852,0.767361731506144,0.826319491319885,0.849772298198154,0.822704165379198,0.76201232393419,0.689474129916256,0.633900885128423,0.608451681137062,0.625695404700204
170,NAM,4500,5130,5730,5950,5790,5310,4740,4620,4920,5170,1.8018943127387,1.7692116979486,1.75020985003618,1.74921013400862,1.77153966467204,1.80789772250956,1.8465539777408,1.87285953996,1.88328489392289,1.87040232780685
171,NRU,..,..,8870,13000,14920,13690,12720,12310,14500,16230,0.641477593094623,0.597670869659621,0.663204608535998,0.707828358359629,0.790363679123904,0.822731253553531,0.959331992808755,0.978583648861987,0.950371773207882,0.802168278666476
172,NPL,540,630,770,860,880,890,880,990,1120,1230,0.481202592360838,0.103647394163717,-0.192706459257694,-0.268486268243194,-0.040180015778352,0.404484777150552,0.915275489934662,1.34529588901848,1.66177642022913,1.80944248570395
173,NLD,54070,54590,52980,52980,52000,49850,46930,47160,51320,53230,0.512923100553586,0.466428782200821,0.370055034770235,0.294820793441482,0.359828172726548,0.443220089035769,0.532178879608489,0.591203366164118,0.583933408920832,0.65507157480522
174,NCL,..,..,..,..,..,..,..,..,..,..,1.53321542873142,1.82508537401111,1.81167904307637,1.77944042769409,1.65510642970682,0.242198534789868,0.241613350509724,0.241030987183191,0.240451424461215,0.239874642189939
175,NZL,29680,32230,36700,39930,41680,40660,39440,38870,41650,43050,1.1117260560215,0.762479795105218,0.548220797298334,0.768347998194806,1.66101200071152,2.0360339086492,2.24603210015584,2.08872272281936,1.79124016759035,1.59115889619722
176,NIC,1460,1570,1670,1740,1830,1890,1960,2030,1970,1890,1.35737160705997,1.34693557935178,1.33769299842878,1.32724327889097,1.31539317229669,1.30197873969913,1.28898863383271,1.27473066409974,1.25537577858764,1.22975908801825
177,NER,520,520,550,570,590,560,530,520,570,590,3.84416665603582,3.87641358325453,3.89874303777256,3.90731712034815,3.89984696834574,3.88145154449419,3.85984309179029,3.83900131197354,3.81673672075794,3.79420663603704
178,NGA,2150,2180,2440,2690,2940,2820,2430,2090,1960,2030,2.67144283048865,2.67788556977663,2.68092955479893,2.67690791037647,2.66500650321728,2.64740607245442,2.6276751510372,2.60766705440125,2.586551303075,2.56487195537782
179,NAC,48694.2773522938,50293.242505786,52633.0427682045,53881.1887148419,55444.9658446565,55719.485041468,55812.9915428196,57603.1608568308,61625.5175728521,63981.255356631,0.860906957950519,0.754291919645382,0.771504745059005,0.731728411274219,0.76336551220308,0.73984716254256,0.768191348897489,0.691849710608722,0.61812853613192,0.557163665964495
180,MKD,4740,4840,4770,5030,5220,5130,5000,4940,5500,5890,0.21107377513823,0.171871346437471,0.121614265751721,0.144870083488649,0.166476984005751,0.133165884651483,0.109300286352773,0.0970341952851146,0.0826362901268217,0.022971838409121
181,MNP,..,..,..,..,..,..,..,..,..,..,-0.412333593957157,0.0777893060414775,0.540995974147583,0.879996878916943,0.935630468517234,0.860646291860494,0.728795894979101,0.649283813705843,0.592374927349641,0.567914446411007
182,NOR,88490,90330,99110,104190,104370,92910,81370,75650,80320,81670,1.24566617956207,1.297189390693,1.31344098868985,1.20914158930136,1.12773667734928,0.995084736958414,0.880969815359919,0.807673181884948,0.660090844249,0.675061373245644
183,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
184,OED,35473.0932758267,36599.4938791181,37738.3600235708,38375.6590259904,38464.3132270572,37337.112900259,36463.6913208498,36635.2881230442,39044.2267922574,40249.5568725147,0.660299135312229,0.511753208069536,0.622512053427471,0.644054908535225,0.66988249611191,0.661049895082371,0.674976977929575,0.629847489295685,0.595827356162062,0.514993875926066
185,OMN,16080,18620,22270,23340,21920,20160,18190,16130,16370,16430,5.58643325914853,6.66645722749049,7.32062229729818,7.34958283177602,6.73889353552856,5.7905914207208,4.84573377215671,4.08380596990524,3.44516591013401,2.96857894027324
186,OSS,11517.4692470171,12467.5563119601,13792.6125988055,14874.3453172267,15086.963106374,14067.4199199528,12934.417024194,12241.049435046,12985.8044122332,13593.4913209056,2.49084795267571,2.29180310613874,2.17407970927613,2.08349975629251,2.05022602596749,2.06049150404701,2.05192647608321,2.05142669967134,2.02831249137201,1.95298387680629
187,PSS,2962.85178614213,3114.82860798622,3350.95677164451,3730.21379193228,3874.04976920896,3903.55512468782,3936.70067767612,3997.10002724776,4294.99498659611,4354.04335813377,1.28961347729557,1.23273375723467,1.19301028455602,1.18564565165549,1.22450935546408,1.29198410368924,1.36668510667587,1.42609601030119,1.46993491522119,1.48826881534747
188,PAK,970,1030,1120,1210,1230,1260,1360,1490,1670,1620,2.19703454391766,2.1587965238654,2.12622217687153,2.10324458397736,2.09245641637654,2.08855182687829,2.08632617723589,2.07757838708128,2.05754609472119,2.02296715968838
189,PLW,11400,12270,12760,12870,14150,15860,16720,16540,17380,16710,-1.85415310682776,-1.15400978178336,-0.638726982864775,-0.181622162418011,0.124900663449695,0.226693211277624,0.299579117873217,0.512287550402811,0.571110174925296,0.501226266544612
190,PAN,7260,8550,9540,10630,11190,12200,12780,13750,14490,14920,1.75791916002705,1.7359675150347,1.71610529133903,1.70425637555166,1.70266644495945,1.70730192071397,1.71342547401684,1.7115446013077,1.69263129326398,1.65193014674349
191,PNG,1740,1820,2270,2500,2990,2860,2710,2590,2600,2720,2.29321319778709,2.18756194972916,2.10303595947999,2.04146150645363,2.01269943044096,2.00622070097932,2.00249213453639,1.99017879640459,1.97474647313459,1.95370007291066
192,PRY,4050,4440,4750,5500,5800,5640,5420,5370,5600,5510,1.35430829278367,1.36648150233433,1.37243441106067,1.37280982867693,1.3616134394318,1.34288874047377,1.32376609888762,1.30717021817901,1.2878740141998,1.26523860853119
193,PER,4410,4970,5790,6420,6530,6340,6110,6060,6480,6840,0.812925977468265,0.811896398192238,0.825158485436818,0.901465289348181,1.05701942309521,1.25615925906743,1.48315720541552,1.66192767329954,1.7182682912873,1.6161567459337
194,PHL,2370,2520,2860,3160,3330,3380,3450,3530,3710,3850,1.6661133640265,1.69181178702327,1.70412578861596,1.69208799737211,1.64668215233623,1.57936252126472,1.50710255674413,1.44527760718223,1.39596533979435,1.36449622326603
195,POL,12740,12890,13160,13390,13560,13310,12720,12730,14150,15360,-0.285609121534849,0.0537697088781007,-0.000239076003298365,-0.0603600174744649,-0.0748462292920506,-0.0666411009657168,-0.04298513087435,0.0124800985844923,-0.000200132782838419,-0.0244271070993493
196,PRT,23030,22770,21170,21380,21200,20460,19940,20060,22060,23200,0.0459100367184907,-0.147084878575482,-0.405421787747567,-0.548815210952228,-0.539190466792077,-0.414141101993213,-0.315459016997883,-0.243889410358812,-0.160104021146769,0.0237334946497115
197,PST,40371.8408951775,41709.5332406323,42985.2693484736,43725.7217833669,43847.1410494628,42621.7341887328,41825.613055935,42229.5365401498,45183.0622096081,46718.7638370329,0.466184669545086,0.275999145253607,0.419918178763723,0.438957237172005,0.455769353283813,0.447485666297752,0.452766054778266,0.382623560768167,0.350812965368448,0.28203083367579
198,PRE,1330.88559077756,1384.52591666128,1548.52205875975,1684.09779161249,1777.49581746513,1665.98891139172,1500.34719355063,1377.17856116137,1354.74985445563,1414.45045383595,2.89786209331851,2.93196247556837,2.95308239478263,2.95558951334762,2.93495951083158,2.89900208102362,2.85946591910778,2.82418374737507,2.79176818724804,2.76433606987581
199,PRI,16920,17670,18680,19170,19280,19420,19710,20000,21080,22060,-0.506170056982176,-1.15654029293994,-1.20998793422288,-1.14593097838135,-1.6331283312239,-1.75920825815177,-1.93497109034618,-2.4180176217623,-4.0483910336329,0.0106465459574109
200,QAT,63620,66950,72880,79390,80890,73440,64550,56920,58830,61180,11.4833710187286,9.23184348445773,7.57537257117744,6.20148517007306,5.11490132315641,4.23975568526253,3.39762651032449,2.61575105799256,2.0687541103032,1.79524654253794
201,ROU,8640,8650,8760,9320,9700,9600,9620,10110,11430,12620,-0.593959183588628,-0.491866212866043,-0.445177936198383,-0.371323062878035,-0.374575497762261,-0.470052227864654,-0.573660845379617,-0.578007015146885,-0.587493307403584,-0.526814821936341
202,RUS,9980,11060,13490,15190,14630,11780,9730,9210,10250,11280,0.0448957880908489,0.077981777433695,0.168305035277726,0.212950704549247,0.217642262118,0.192557946508244,0.170245238698228,0.106870569429971,-0.0130668924933287,-0.0495686654330689
203,RWA,600,650,700,720,740,750,740,730,780,830,2.58885008064935,2.4985228270333,2.45979861275517,2.45195069689716,2.48552575680974,2.54270036203703,2.6024940114545,2.63976245281264,2.64406078348327,2.60731374636986
204,WSM,3450,3630,3660,3800,3820,3960,4110,4070,4050,4230,0.750886801099452,0.816794529594394,0.860430528411051,0.854663299630865,0.787611270664912,0.668864132591767,0.530860672023836,0.419597535845907,0.393373450356795,0.490819125766011
205,SMR,..,..,..,..,..,..,..,..,..,..,1.27648962734242,1.38051686722579,1.40533697168839,1.39507652563326,1.18178335464656,0.993800751461318,0.697889702987901,0.500194570138155,0.335038486999643,0.23651855869801
206,STP,1130,1180,1230,1430,1630,1650,1690,1700,1870,1950,2.52364978563294,2.27418932025697,2.0772236359715,1.93556125383945,1.88297041207015,1.87875940029521,1.87856316577205,1.88401091022563,1.88756148214117,1.8851478278935
207,SAU,18750,20880,24040,25440,25550,23710,21610,19990,21860,23220,2.92764323588465,3.03897438018909,3.09072464553231,3.03079439709524,2.83622090250505,2.55807744862499,2.2624230012955,2.00706639082931,1.8010622175453,1.66477670240957
208,SEN,1330,1300,1320,1340,1370,1310,1270,1280,1390,1440,2.74312787749023,2.7667570258595,2.78561459548468,2.79913166148371,2.80669872856731,2.80829036215636,2.80732966748881,2.80057660226301,2.78187970760459,2.74996220289833
209,SRB,6220,6190,6080,6460,6240,5960,5700,5570,6410,7040,-0.402005900874718,-0.789468997859736,-0.485299545092705,-0.486591387059998,-0.469489291237153,-0.494772574469842,-0.523694463062603,-0.532191341024444,-0.546351968633598,-0.536610017822353
210,SYC,10220,10570,11540,12700,13310,14160,14240,14660,15960,16680,2.79232906929128,-2.62865635521684,0.980980190128322,1.84687609296508,1.55539570911507,2.22979505321923,1.33763477950025,1.22403375818123,0.954291917891324,0.887925293341637
211,SLE,420,430,530,660,700,550,490,520,490,530,2.25256721055559,2.27459429500247,2.25001929332056,2.23024483169117,2.20708602343823,2.18142872081082,2.16462008761445,2.15406938155801,2.13663626508494,2.10903821950532
212,SGP,44930,48250,51710,54460,56380,53160,53250,54590,56670,58060,1.77183287926401,2.08490245606007,2.45339033031018,1.61930809858875,1.29844017799226,1.18637693749822,1.29743609938602,0.0885954699924263,0.469704298714121,1.14428330688929
213,SXM,..,..,..,27540,28670,29560,30890,28210,27510,..,-0.532990982673547,-1.84029730199093,3.54058281882925,5.52303952564313,2.90226583447676,2.98022317393175,2.90397846114339,1.5023313732953,0.788033880779993,1.72846502838337
214,SVK,17550,17510,17760,18200,18280,17700,16790,16620,18340,19250,0.0931912731899838,0.128936462723796,0.170183855326072,0.107458009492367,0.0970454215834878,0.0950338786482762,0.128922329956911,0.155178995687406,0.138508159611326,0.135328072840865
215,SVN,24620,24630,23260,23240,23620,22270,21790,22140,24640,25980,0.43607948463593,0.207732702329724,0.210024305900448,0.135726228915631,0.0983519219451147,0.075190689011533,0.0731972072415279,0.0651590392490152,0.362584395134764,0.696304046333357
216,SST,10476.2691136552,11168.907841799,12314.1912097134,13233.2146912187,13413.0934383473,12664.4162171653,11724.8490092176,11215.0034581726,11853.4132770631,12395.7173184007,2.05348922676998,1.91128026511586,1.82769949103563,1.76341084319932,1.74154663114395,1.75170536931671,1.74787748982028,1.74918220384126,1.73268126707575,1.67530118620125
217,SLB,1470,1620,1820,2160,2190,2130,2140,2220,2360,2370,2.43127551805425,2.55507020291129,2.650329874041,2.7078233621751,2.71941675327576,2.69783428578086,2.66748790965528,2.64331166884439,2.61108522453765,2.56539282268413
218,SOM,..,..,..,..,..,400,400,380,400,420,2.74573941935183,2.72266121595,2.70369419193737,2.7017534202225,2.71739579646015,2.74537714131231,2.77638699167351,2.80492970604885,2.83192542389384,2.85513551663708
219,ZAF,6880,7760,8370,8070,7370,6610,5990,5910,6340,6670,1.45528193348191,1.52451405625199,1.58135367305518,1.60436736931238,1.58378739591921,1.53224277341692,1.47193342939738,1.41694725378631,1.36370321600461,1.31629200967216
