,Country Code,GNI 2010,GNI 2011,GNI 2012,GNI 2013,GNI 2014,GNI 2015,GNI 2016,GNI 2017,GNI 2018,GNI 2019,POP GROWTH 2010,POP GROWTH 2011,POP GROWTH 2012,POP GROWTH 2013,POP GROWTH 2014,POP GROWTH 2015,POP GROWTH 2016,POP GROWTH 2017,POP GROWTH 2018,POP GROWTH 2019
220,SAS,1147.12614306748,1277.12363374592,1390.22022178222,1437.08942963522,1480.67258521246,1525.61781104253,1614.61566647746,1758.40937325533,1951.98246157076,2037.76060180626,1.43492162815882,1.38755974750433,1.33661535788343,1.3078674313397,1.28215324493084,1.26097714806075,1.24443504128682,1.22492615301573,1.20319351718783,1.175104964768
221,TSA,1147.12614306748,1277.12363374592,1390.22022178222,1437.08942963522,1480.67258521246,1525.61781104253,1614.61566647746,1758.40937325533,1951.98246157076,2037.76060180626,1.43492162815882,1.38755974750433,1.33661535788343,1.3078674313397,1.28215324493084,1.26097714806075,1.24443504128682,1.22492615301573,1.20319351718783,1.175104964768
222,SSD,..,810,850,1160,1250,1090,..,..,..,..,3.9265272772907,3.33369599126706,2.83761652164451,2.35865931853706,1.91161097075419,1.51174412560417,1.08467779680228,0.719802049046745,0.595340534474696,0.782197030861146
223,ESP,31970,31020,29540,29230,29140,28450,27550,27100,29310,30380,0.460408305051304,0.355338396471428,0.0649259625617232,-0.327669039579687,-0.298951059088036,-0.077588861590047,0.0844301500680736,0.234587922968563,0.437982993728698,0.717715637103499
224,LKA,2410,2850,3360,3490,3640,3760,3810,3870,4040,4010,0.684559602845539,0.672689270325415,0.129846810394944,0.780301447580142,0.933207942647201,0.91981102654886,1.10498361865849,1.13022048648777,1.04839295829763,0.611875945764341
225,KNA,15270,15900,16070,17300,17340,17160,17900,18530,19780,21150,0.844180814941206,0.875550269318408,0.883990332068665,0.89214135413764,0.886221973644041,0.839385198969423,0.826587612596456,0.785225661948494,0.769573260355873,0.752340352327407
226,LCA,8170,8820,8850,8790,8840,8740,9430,10060,10720,10840,1.07937464193729,0.82716485691794,0.633747350995791,0.480576033839801,0.450800624034365,0.461059797609078,0.499501259900487,0.513598722226695,0.515372718122712,0.496319759662675
227,MAF,..,..,..,..,..,..,..,..,..,..,0.538941033954403,-0.349180049053869,-1.17912274896384,-1.50812712760541,-1.21420996129686,-0.425692391936326,0.545005937077433,1.39889380200843,1.88268261727287,1.9611076778355
228,VCT,6410,6450,6740,6950,6790,6980,7290,7460,7990,8140,-0.0304775276772351,0.0507907202422738,0.11072665491156,0.174146243892115,0.224376163139309,0.244950880035656,0.303748598147779,0.327416124281717,0.349034148811457,0.346915924257476
229,SSF,1500.36435775441,1593.862348593,1728.71494699166,1812.20796857949,1866.58090013421,1760.97481292173,1599.51739435827,1520.84576293031,1524.27666718502,1572.35904053962,2.76352652372771,2.76410285334504,2.7635777760722,2.75829575602684,2.74844041151982,2.73491073639045,2.71952543018021,2.70237141005056,2.68117493134233,2.65583230956132
230,SSA,1499.46373709552,1592.98430868862,1727.77160883895,1811.17000358742,1865.5018840775,1759.81137854923,1598.34706572701,1519.64658000748,1522.98116773893,1571.02676903964,2.76351948743712,2.76465644287953,2.76375186033017,2.75838180937964,2.74855305749267,2.73495600443063,2.71965428274785,2.70250760681674,2.68133213260103,2.6559906104745
231,TSS,1500.36435775441,1593.862348593,1728.71494699166,1812.20796857949,1866.58090013421,1760.97481292173,1599.51739435827,1520.84576293031,1524.27666718502,1572.35904053962,2.76352652372771,2.76410285334504,2.7635777760722,2.75829575602684,2.74844041151982,2.73491073639045,2.71952543018021,2.70237141005056,2.68117493134233,2.65583230956132
232,SDN,1420,1610,1660,1670,1840,1920,2160,2420,1390,940,2.22824511570542,2.30259996034346,2.35980816804628,2.39896299523952,2.41210746724027,2.40720186967684,2.398795478465,2.39524232580927,2.39225797194196,2.39143408960219
233,SUR,7620,7920,8550,8950,9260,8890,6940,5940,5970,6190,1.14290868393583,1.13709445497525,1.12782032745196,1.11122257746214,1.08726253313589,1.05321474744821,1.02258948998451,0.989629209249985,0.957016884778029,0.929025561206018
234,SWE,54630,56700,59090,61800,61870,58420,54360,53030,55690,56420,0.852524628765313,0.755150133665177,0.739763272434863,0.847348652246305,0.992219728591882,1.05745468551674,1.25645398510305,1.34744505956262,1.16164515996039,1.01372226345511
235,CHE,79850,82280,87770,91700,89400,87960,84420,81880,83280,84260,1.0415580576588,1.11187894263206,1.06181932886789,1.14987975781229,1.22010397343287,1.13833715247736,1.09203117387253,0.933155888738653,0.736633975172522,0.713313668444329
236,SYR,10800,6200,3070,1480,1200,1020,860,820,930,..,0.736079607629261,-1.32281945891584,-3.09727333893233,-4.30077509294503,-4.53341481500366,-3.88682264150975,-2.99965715561449,-2.14061860863601,-0.884869262656999,0.735380569237513
237,TJK,920,1020,1150,1330,1350,1260,1110,1030,1030,1070,2.18439215473896,2.2347212083873,2.27761028692613,2.32138959348237,2.3669420480681,2.40860201118626,2.44855053416867,2.47045070066645,2.45355241672442,2.3904900507883
238,TZA,720,770,810,890,970,980,970,970,1030,1100,2.91188894130246,2.94841893616366,2.97566283977017,2.99406163441165,3.0018010574385,3.00106704071869,2.99757445799282,2.99181230291284,2.97948065987158,2.96038624624594
239,THA,4580,4950,5520,5720,5760,5710,5700,5970,6610,7250,0.489622687570703,0.480052607326658,0.469272819846721,0.453815887976248,0.430842608467137,0.402136059408841,0.373014846949147,0.345205219913361,0.315406676202042,0.283525943067606
240,TLS,2850,3730,3570,3210,2710,2200,1750,1800,1820,2050,1.77428525606029,1.77983200773094,1.76733197676188,1.77462460012491,1.80833335713318,1.85281178758374,1.90394572558387,1.94690600412748,1.96841777174323,1.96367631756303
241,TGO,560,610,590,620,640,640,670,720,880,920,2.6962976659218,2.67753252488233,2.66091060739875,2.63574468461472,2.60114952364707,2.56099971332713,2.51868723622311,2.47933129149683,2.44590389318048,2.42023592434892
242,TON,3370,3810,4320,4540,4600,4440,4410,4590,4800,5150,0.0808166372313784,-0.407634792241863,-0.796925116929663,-0.946687819778272,-0.734749916526792,-0.240829043618987,0.359543381433553,0.845706386838955,1.16667421428571,1.24991997807739
243,TTO,16460,14970,16850,18770,18590,19030,16870,16120,16120,16740,0.54532583381721,0.603231766736281,0.644091695000638,0.659178039299363,0.635411345010537,0.585143887675024,0.526294977845311,0.470521283059585,0.416814325359264,0.36828406936599
244,TUN,4190,4110,4320,4370,4390,4190,3980,3750,3760,3620,1.0354454908345,0.997589003956057,0.973852315022298,0.972083635406281,1.00150981471964,1.04982516714664,1.1029429551085,1.1390705538875,1.14586285100402,1.11366949118351
245,TUR,10490,11310,11960,12600,12630,12030,11260,10970,10510,9690,1.40008860606542,1.53156607830159,1.63114823337747,1.69274545557577,1.70264361643927,1.66948158450263,1.63994240407574,1.60131223365858,1.49723204842519,1.31451369970442
246,TKM,4070,4730,5560,6510,7200,7030,6830,6380,6740,7220,1.57024944886588,1.69310292263253,1.79721676532165,1.85198802269048,1.84535409057192,1.79414757129201,1.72948721092205,1.66896488441613,1.60634794553413,1.54657591124514
247,TCA,..,..,..,..,23280,25530,27300,26200,28340,30120,2.24498908392546,2.15974106704221,2.06419144388962,1.93610698866869,1.82020316889615,1.7043159552609,1.59646055767187,1.51481029965206,1.47362360716631,1.38940556506264
248,TUV,4520,4790,4520,5690,4760,5580,5300,5070,5820,6240,1.03182342783917,0.993056820260079,1.10436311921849,0.972545061937715,1.13648001683484,1.14173041611804,1.1911833113613,1.17716100210512,1.22432661828226,1.29535490003912
249,UGA,680,850,830,800,820,830,800,740,750,780,3.18660981826466,3.18245207318546,3.18075022852585,3.23378200993576,3.3526820776788,3.49774773005758,3.65686446958378,3.75568661067387,3.72516390592513,3.54193220575762
250,UKR,3030,3150,3650,3950,3560,2800,2360,2360,2750,3310,-0.397263167656909,-0.359600092788762,-0.246976481186878,-0.227691350050529,-0.479262000344597,-0.261249679711809,-0.331333796371949,-0.386345310894755,-0.466425620896808,-0.530994160113763
251,ARE,33400,35030,39220,42840,44370,42870,40550,39280,41470,43830,7.68722216681039,4.53624184406951,2.15417385990529,0.614086082306359,0.176775197578861,0.527292387564473,1.05327089864392,1.33947023681167,1.50393782063358,1.43867705802644
252,GBR,41940,41300,41940,42920,44670,44730,43460,41880,42410,43460,0.783888646646516,0.781506562236639,0.695353132322269,0.669740535540783,0.736463978721671,0.792367505802859,0.757874492811929,0.679374473924223,0.605929132212552,0.564131113399897
253,USA,49150,50620,52790,53990,55800,56620,57140,59250,63490,65970,0.829616674709795,0.726786704810745,0.733599941250847,0.692860276624581,0.733361519937424,0.73621730882542,0.724676067451429,0.63264399508256,0.526435395564053,0.455381285963537
254,UMC,5857.80589995149,6592.86701166051,7570.09053176867,8313.86375240713,8655.15025353803,8448.80887507529,8244.67029361668,8423.71182877996,9089.93750446567,9635.6995926112,0.69294673393081,0.747862395719139,0.83807845336716,0.837672145107234,0.815626285331163,0.777938320192945,0.765060985521785,0.771548748618315,0.670787875136327,0.582663992981281
255,URY,10440,12060,13330,15330,15790,15620,15440,15920,17280,17770,0.286095677460416,0.286941769207782,0.297840985772009,0.309112680350726,0.324100506456905,0.339789877002899,0.354761354566368,0.364565153230285,0.367270798048567,0.360034022145695
256,UZB,1410,1730,2160,2430,2600,2740,2790,2470,2110,1870,2.82284968340424,2.68401550537804,1.47209998811321,1.56190433294848,1.68690035915161,1.74425837484667,1.73884926199094,1.68350632535532,1.73698637655233,1.87647016682647
257,VUT,2600,2800,2830,2960,3000,2820,2830,2900,3170,3440,2.56070245091676,2.69064039319617,2.78259104658423,2.81836800127082,2.78621356221544,2.70662633869409,2.62020544375229,2.54454379327002,2.48242519027756,2.43262855812858
258,VEN,11810,11980,12710,11970,13080,..,..,..,..,..,1.44831682023004,1.56273221245691,1.62394832481717,1.42107799589325,0.875663915804975,0.129244522754409,-0.769455375977454,-1.51476569807441,-1.76833073456765,-1.29363805789461
259,VNM,1360,1610,1970,2190,2380,2460,2570,2700,3030,3280,1.00012883807904,1.02210108439886,1.04162218011767,1.05306229998885,1.05363581050321,1.04478105455123,1.03410736725231,1.02019850123199,0.994310472332801,0.954289022188918
260,VIR,..,..,..,..,..,..,..,..,..,..,-0.0433657352905335,-0.0618517700554086,-0.0942359108531572,-0.135966981900308,-0.147274749553357,-0.157703864887906,-0.182132486647949,-0.218811336994337,-0.261338011929093,-0.310759832621892
261,PSE,2510,2880,3210,3470,3560,3670,3900,3930,4190,4270,2.59703221798976,2.52518683079236,2.46768715003228,2.40084831983677,2.3440772109436,2.29048005844149,2.24610527580178,1.98868634871278,2.5330114844554,2.51178246264674
262,WLD,9477.64525233408,9952.74240156392,10539.5019858206,10910.9922389483,11022.9800077011,10664.1215150633,10408.1054443456,10488.5043458623,11178.84798898,11576.7853826017,1.20330803304117,1.18329340674819,1.22068863908771,1.21657121233333,1.20334695075393,1.18196469027203,1.17005402578825,1.1531384118945,1.10840559495504,1.06659527365613
263,YEM,1200,1080,1260,1440,1460,1200,1160,1080,910,820,2.79576596218166,2.77998348073705,2.75733912273244,2.71653983243359,2.65414064347765,2.57803021578508,2.49827722501685,2.4239891818803,2.3570444080705,2.30059414962983
264,ZMB,1340,1420,1690,1760,1800,1580,1370,1300,1440,1430,2.914654960089,3.02031866512706,3.10291403534601,3.13994035081307,3.12124942934151,3.06667147171294,3.00293455383552,2.95146304797564,2.91265326328102,2.89301773705047
265,ZWE,700,1060,1260,1320,1370,1390,1390,1350,1350,1210,1.35396387573417,1.53640571630567,1.69808373055654,1.77767247608678,1.7547410030553,1.66369350951633,1.54929408793871,1.45940581314681,1.41038154233327,1.42114188586135
