Series Name,Series Code,Country Name,Country Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Population growth (annual %),SP.POP.GROW,Bermuda,BMU,-0.783118104363585,-0.863616495823495,0.361775877335588,0.312791570829084,0.210544188304464,0.151869636092964,-1.05247097968271,-1.0605345960762,0.0704274978050419,-0.0109521313739413
Population growth (annual %),SP.POP.GROW,Bhutan,BTN,1.051899559473,1.13070622314478,1.18793062766492,1.22581161024797,1.23391673082009,1.22080001903125,1.2045829397843,1.19507395930716,1.17777914017278,1.14637925209774
Population growth (annual %),SP.POP.GROW,Bolivia,BOL,1.64358106824134,1.62235980079652,1.60004361529199,1.57457928674147,1.54497716852867,1.51294243320221,1.48019596651052,1.449144413215,1.42189080360535,1.39913335536684
Population growth (annual %),SP.POP.GROW,Bosnia and Herzegovina,BIH,-0.818853335966774,-1.20286774011291,-1.54695841535682,-1.74536474373628,-1.72230731218996,-1.52630451114807,-1.26472845809142,-1.03088019890592,-0.827063451812447,-0.692266996375143
Population growth (annual %),SP.POP.GROW,Botswana,BWA,1.70592328995544,1.41413550355517,1.19090216555368,1.12138806019311,1.25595158309984,1.52506854883531,1.83197313579572,2.06884765539921,2.1974164684246,2.1781688165261
Population growth (annual %),SP.POP.GROW,Brazil,BRA,0.937959306704135,0.915965178459778,0.893525506727112,0.873605695817564,0.855795964130977,0.838838953278811,0.823752152538353,0.807145245445964,0.783844259734468,0.751550842096973
Population growth (annual %),SP.POP.GROW,British Virgin Islands,VGB,2.77598026181127,1.88879853401238,1.15129386789758,0.681694348292795,0.466846183758763,0.560784501633955,0.707658970811351,0.719598502488329,0.76817196579097,0.795618290651402
Population growth (annual %),SP.POP.GROW,Brunei Darussalam,BRN,1.22507149994452,1.29181506558269,1.33977207261274,1.34852076714032,1.31764439034594,1.24557202006897,1.168569853619,1.11102778339034,1.04964282773986,1.00574227362596
Population growth (annual %),SP.POP.GROW,Bulgaria,BGR,-0.658275446635908,-0.641228920515067,-0.579220596364389,-0.559647217410859,-0.568389264052903,-0.638069468160719,-0.701382097841331,-0.730443175298289,-0.722080405222853,-0.703905641117455
Population growth (annual %),SP.POP.GROW,Burkina Faso,BFA,3.01921284414061,3.00904517611233,2.99740381221435,2.98166398413105,2.96187533312778,2.93935056790969,2.91521308067141,2.89075088175118,2.86697911426999,2.8445964977375
Population growth (annual %),SP.POP.GROW,Burundi,BDI,3.25619646076404,3.20771300738314,3.15978509519121,3.13349808169981,3.13675679189263,3.15690795388679,3.17701485540777,3.18120007897113,3.16691169681282,3.1289321480628
Population growth (annual %),SP.POP.GROW,Cabo Verde,CPV,1.22066926970069,1.25346824532103,1.27140570454365,1.27811403978747,1.26912353358353,1.23949829305891,1.21227381499617,1.19012595595116,1.15884296629081,1.12865786215008
Population growth (annual %),SP.POP.GROW,Cambodia,KHM,1.53915213466393,1.58885279806388,1.63044345047096,1.6498363404781,1.6381168470705,1.60368077118284,1.56521446599878,1.53027452708458,1.49034315597302,1.44641184190217
Population growth (annual %),SP.POP.GROW,Cameroon,CMR,2.74773375136593,2.74047937968109,2.73124948919439,2.71824868984878,2.70152461390938,2.68184811095466,2.66050206631452,2.63775433447287,2.61228416133822,2.58417898206639
Population growth (annual %),SP.POP.GROW,Canada,CAN,1.11186407517168,0.978697786570341,1.08581726304756,1.05659125917789,1.00533757867378,0.746339477969813,1.13234865466606,1.19952071057872,1.41245586917998,1.43613682316886
Population growth (annual %),SP.POP.GROW,Caribbean small states,CSS,0.689442961507453,0.705186275498178,0.71589821494662,0.716493416885356,0.703717300161514,0.67964574333412,0.653374589477409,0.626889344834524,0.601138270688168,0.576986134803036
Population growth (annual %),SP.POP.GROW,Cayman Islands,CYM,2.41276783222714,2.10398074443089,1.85900594957737,1.63171430781768,1.51516795672215,1.42452783813017,1.35658032447898,1.29898766487121,1.23870690281221,1.20199712360386
Population growth (annual %),SP.POP.GROW,Central African Republic,CAF,1.12655511715726,0.723967672972794,0.401398611232931,0.259647553067029,0.364133903303029,0.647515777004538,0.985784078923095,1.2774834969372,1.5191174668345,1.67466162763351
Population growth (annual %),SP.POP.GROW,Central Europe and the Baltics,CEB,-0.361666299699507,-0.23693312734882,-0.229154983893395,-0.213201830007392,-0.209757192601487,-0.230243282701295,-0.255290913083385,-0.246809827629463,-0.196249607675014,-0.136492212077599
Population growth (annual %),SP.POP.GROW,Chad,TCD,3.33466929345193,3.3635382470264,3.37076756399417,3.35106893405564,3.29689942062191,3.22199984419079,3.14393299725849,3.07750673636919,3.02350454795029,2.98613014725798
Population growth (annual %),SP.POP.GROW,Channel Islands,CHI,0.963188270893047,0.793249105093048,0.656884924921003,0.607833548801146,0.65292181113547,0.77695280580967,0.923845527837761,1.03937906031209,1.079140799544,1.03163477664924
Population growth (annual %),SP.POP.GROW,Chile,CHL,1.03891170046699,0.997514840169031,0.96307999965156,0.978805917146093,1.06117867141393,1.17771785691816,1.32520687841934,1.42514142087535,1.39106423293431,1.18293256569455
Population growth (annual %),SP.POP.GROW,China,CHN,0.482959688678361,0.546457594880274,0.678345458846803,0.666072977690069,0.630326389541893,0.581456146657648,0.573050906069647,0.605245013482969,0.467672053461959,0.354740890170827
Population growth (annual %),SP.POP.GROW,Colombia,COL,1.05064996242948,0.968365031109833,0.900335047336095,0.906920982436048,1.0104897504141,1.1704451989867,1.3676499516175,1.51374743470421,1.52423594388212,1.35678804331132
Population growth (annual %),SP.POP.GROW,Comoros,COM,2.41327037744548,2.41826786302,2.41713114831259,2.4085085351559,2.38254831579554,2.34845598521899,2.30927369612098,2.27324455021872,2.23941634435226,2.20646505841421
Population growth (annual %),SP.POP.GROW,"Congo, Dem. Rep.",COD,3.33113330807202,3.33767597445113,3.33757066956072,3.33135585036626,3.31967815794583,3.3028191819646,3.28293417455056,3.25850577170009,3.22669886135312,3.18708626507603
Population growth (annual %),SP.POP.GROW,"Congo, Rep.",COG,3.04895683882158,2.79427264189258,2.59092527223385,2.46504470838409,2.440535491773,2.48375698671647,2.53956659003454,2.57067057638817,2.58172086705774,2.56282646096789
Population growth (annual %),SP.POP.GROW,Costa Rica,CRI,1.24493397923295,1.20983529009945,1.17835234575071,1.14757030077983,1.1172644537537,1.0870985434196,1.05736605443833,1.02787999000234,0.994802059847413,0.957865009385917
Population growth (annual %),SP.POP.GROW,Cote d'Ivoire,CIV,2.33453614556572,2.38552681012208,2.43594320427159,2.47667884960598,2.50449558970766,2.52216477826712,2.53612860524997,2.54778157022741,2.55232234123969,2.54938709160815
Population growth (annual %),SP.POP.GROW,Croatia,HRV,-0.226821270818422,-0.345264228485821,-0.305655944795909,-0.278509062850129,-0.407343184777633,-0.824099163913538,-0.69838345731273,-1.20061016480925,-0.893486927711056,-0.554146739042888
Population growth (annual %),SP.POP.GROW,Cuba,CUB,-0.0078209400275259,0.0964985990967583,0.1817480467984,0.22724223275672,0.214142579335342,0.157902541706838,0.0911831698686808,0.036578756776887,-0.00978066226269748,-0.0411262892496893
Population growth (annual %),SP.POP.GROW,Curacao,CUW,1.26551415533004,1.42089766276671,0.829929595036991,1.13367890654299,1.34764139563651,1.31959390251523,1.06031644056836,0.319536038312865,-0.525178744011738,-1.19643951751799
Population growth (annual %),SP.POP.GROW,Cyprus,CYP,1.31435017990175,1.09232382023245,0.903504247637881,0.774057448341904,0.734358831588459,0.751316386354157,0.789476881596144,0.808217946249284,0.80854929846874,0.779957016025289
Population growth (annual %),SP.POP.GROW,Czech Republic,CZE,0.29136167418042,0.206747667335417,0.139925655740972,0.0331699460503076,0.105277581527518,0.196588748472653,0.192048415842684,0.265642663548985,0.334427262299794,0.393788864202175
Population growth (annual %),SP.POP.GROW,Denmark,DNK,0.444197154509531,0.411737855195019,0.376272242619955,0.416901360752097,0.507053283010163,0.706423849687002,0.780392644135167,0.643350903737356,0.495838925879129,0.358130915892652
Population growth (annual %),SP.POP.GROW,Djibouti,DJI,1.48370781049189,1.59130561077479,1.6802510753989,1.73119808534073,1.72966983945298,1.68713196053581,1.64062894888599,1.59974199816625,1.55786869505917,1.51455950269865
Population growth (annual %),SP.POP.GROW,Dominica,DMA,0.0409243258489963,0.0493691340102498,0.0592108062919439,0.091566712743407,0.101329964338399,0.118088664559983,0.1852866155223,0.214335327593936,0.23202839477624,0.253775391715059
Population growth (annual %),SP.POP.GROW,Dominican Republic,DOM,1.22855325822389,1.21079976113526,1.19223652132696,1.17433819883707,1.15722499834282,1.13948330027521,1.12250979934744,1.10348624035038,1.07886200909288,1.04662057856427
Population growth (annual %),SP.POP.GROW,Early-demographic dividend,EAR,1.52282062146607,1.49614799160219,1.45432355830573,1.42726346962804,1.40270801807661,1.37907753512323,1.35428545911229,1.32869883249593,1.30759887707752,1.28916576664504
Population growth (annual %),SP.POP.GROW,East Asia & Pacific,EAS,0.676314793294381,0.711097483011059,0.797946808180086,0.785237699791821,0.760505772872392,0.722074344255347,0.707112182416367,0.711239441813305,0.618076200643685,0.540630062102679
Population growth (annual %),SP.POP.GROW,East Asia & Pacific (excluding high income),EAP,0.713952784552262,0.762252456580924,0.855373834810209,0.845605458430001,0.814305939670419,0.770191502404288,0.752490431152935,0.763178898392567,0.659751380676312,0.57488397616558
Population growth (annual %),SP.POP.GROW,East Asia & Pacific (IDA & IBRD countries),TEA,0.716800707666664,0.765513664057792,0.859685553922802,0.849724072532169,0.818079492533002,0.773549980892611,0.755764134866354,0.766692193794924,0.662116174211008,0.57637572311593
Population growth (annual %),SP.POP.GROW,Ecuador,ECU,1.58940945340249,1.5387578951487,1.4989154903973,1.49689924339943,1.54370951998338,1.61793842153926,1.70687458770944,1.76850279585209,1.76565269522798,1.67917269268893
Population growth (annual %),SP.POP.GROW,"Egypt, Arab Rep.",EGY,1.98480507963281,2.11377559615712,2.21474099517289,2.26795425995553,2.25925135870425,2.20702533886058,2.14522226806526,2.09083266789985,2.0332723991851,1.97628022437557
Population growth (annual %),SP.POP.GROW,El Salvador,SLV,0.424566261779668,0.43067750767237,0.439491797451583,0.450320730659221,0.462504406912423,0.475379938992478,0.489163801354667,0.501983868180685,0.509273429616579,0.509699113997832
Population growth (annual %),SP.POP.GROW,Equatorial Guinea,GNQ,4.55859753598786,4.47844612368567,4.39405251755149,4.29188431716242,4.17228049316185,4.04289647772825,3.910797910143,3.78110663523236,3.65334093213133,3.52884025293578
Population growth (annual %),SP.POP.GROW,Eritrea,ERI,1.60620728106538,1.36371886893331,1.1180373862657,0.95993162811431,0.909803592359427,0.942981580368309,1.0042683597868,1.07037642858431,1.1624015499457,1.27542875493828
Population growth (annual %),SP.POP.GROW,Estonia,EST,-0.22805796852935,-0.303582823643979,-0.357944411443807,-0.355891802625531,-0.262256175097854,0.0655525295417938,0.0291122255540077,0.121070631466687,0.348039137980543,0.368313695574019
Population growth (annual %),SP.POP.GROW,Eswatini,SWZ,0.695379475450237,0.672762228049404,0.674567033429102,0.697837862901262,0.749729090602264,0.819991316155699,0.897738794178433,0.966059893032549,1.014213397419,1.03826564467004
Population growth (annual %),SP.POP.GROW,Ethiopia,ETH,2.78375692665143,2.81261373694903,2.82962796762188,2.82701488481635,2.79992468847357,2.75611161556288,2.70807265338359,2.66341448153029,2.61996917105787,2.57969708764895
Population growth (annual %),SP.POP.GROW,Euro area,EMU,0.23574335028826,-0.21770720618153,0.220482904555837,0.339991290852652,0.343941814227193,0.303179467875282,0.292608835138282,0.216013924152847,0.223297038948303,0.0889478148948371
Population growth (annual %),SP.POP.GROW,Europe & Central Asia,ECS,0.390690539138077,0.251411099970639,0.406589391763276,0.47739192080256,0.483880291812994,0.476733283000868,0.463313674591674,0.410357130364773,0.374230581423191,0.302446958071585
Population growth (annual %),SP.POP.GROW,Europe & Central Asia (excluding high income),ECA,0.574768039765388,0.61556595688954,0.615022956564417,0.672966353057603,0.667702436320198,0.680088324637268,0.660634966718405,0.616357387217434,0.543599572820241,0.498230144190813
Population growth (annual %),SP.POP.GROW,Europe & Central Asia (IDA & IBRD countries),TEC,0.437868981383986,0.506814531151448,0.505002383636622,0.554046335963704,0.547809576527783,0.551979789113389,0.534920712986491,0.497631192047891,0.437056224621529,0.402187492413276
Population growth (annual %),SP.POP.GROW,European Union,EUU,0.139394235979154,-0.177886373302854,0.147238215165672,0.243212931975847,0.250233310447911,0.218020030020739,0.212345573780311,0.156820031833419,0.163332878695186,0.0632554128908964
Population growth (annual %),SP.POP.GROW,Faroe Islands,FRO,-0.0230084609400646,0.025099876724043,0.0585418904841778,0.121156431932627,0.133519724423689,0.187461000533659,0.245250985462817,0.31710199733865,0.353222225693126,0.370469890859404
Population growth (annual %),SP.POP.GROW,Fiji,FJI,0.721353944911169,0.421873730679218,0.186749844268206,0.0620570008249373,0.0975723050605574,0.251861863930646,0.433535156741165,0.577645837253693,0.684860282111394,0.729092657357544
Population growth (annual %),SP.POP.GROW,Finland,FIN,0.457494535465831,0.463558707499131,0.475809486683209,0.460723772785295,0.413560207519414,0.329383885818507,0.287421401687637,0.234670531705453,0.132641040791912,0.110191690491055
Population growth (annual %),SP.POP.GROW,Fragile and conflict affected situations,FCS,2.34324635431955,2.35625588742796,2.36710687080392,2.35235870167425,2.2974734891164,2.25591710696065,2.19393913761144,2.14690649276656,2.13472068952431,2.1652468755383
Population growth (annual %),SP.POP.GROW,France,FRA,0.494040602950225,0.483675544447657,0.483998961260596,0.514773829097755,0.473706907839969,0.355569240058298,0.263868788565368,0.29020211635109,0.274451849056795,0.218824148997353
Population growth (annual %),SP.POP.GROW,French Polynesia,PYF,0.448745827848425,0.46915658616853,0.481837052041604,0.495804118415203,0.509552892497902,0.516123546754037,0.532049201477854,0.556400386544863,0.565206883686247,0.578860345386691
Population growth (annual %),SP.POP.GROW,Gabon,GAB,3.45914677152663,3.65632223436154,3.78858379514105,3.77941142417916,3.60662305351134,3.33525107312594,3.04363801829034,2.79587459437534,2.60348679566927,2.48404317871067
Population growth (annual %),SP.POP.GROW,"Gambia, The",GMB,2.99568796782189,3.01796344575918,3.03116971169135,3.03420154965796,3.02595091827443,3.00872083418281,2.98837300675649,2.96906958481079,2.94601268814255,2.92186286632026
Population growth (annual %),SP.POP.GROW,Georgia,GEO,-0.729475256932528,-0.802164039694326,-0.736565518814038,-0.300972141406188,0.0469539002549217,0.157481405176007,0.0598165991047394,0.0133860746662629,-0.0390365463489613,-0.171565740223868
Population growth (annual %),SP.POP.GROW,Germany,DEU,-0.153198446937304,-1.8537146287573,0.187727800567293,0.272900214681538,0.416877359168292,0.865702643950251,0.807218538573871,0.373724559895838,0.300526701992065,0.22551987421288
Population growth (annual %),SP.POP.GROW,Ghana,GHA,2.48700897388359,2.42440178256109,2.36948272778757,2.32382860718794,2.29181383680384,2.26877798247593,2.24660996015773,2.22050488189039,2.19285287421765,2.16258446185622
Population growth (annual %),SP.POP.GROW,Gibraltar,GIB,0.0685064139857829,0.0684595148253082,0.13380712958216,0.121757480110976,0.0949273283980588,0.0474298935790141,-0.0118553645663418,-0.0444701390350008,-0.023725496122441,-0.0266979132717019
Population growth (annual %),SP.POP.GROW,Greece,GRC,0.128880432668041,-0.147951277402184,-0.540752950543684,-0.725120806658085,-0.666113290031891,-0.658861360878339,-0.415913028277122,-0.197783224759792,-0.202880238259165,-0.105339392724138
Population growth (annual %),SP.POP.GROW,Greenland,GRL,1.02802332572502,-0.0263631971297131,-0.14072121935205,-0.577265864735276,-0.333398666658893,-0.322038549275343,0.128227978389047,-0.0267006062623867,-0.263828878276887,0.359917714454119
Population growth (annual %),SP.POP.GROW,Grenada,GRD,0.415067525443612,0.524851800808174,0.621740443257645,0.667831666227163,0.670747705283378,0.64347164631606,0.600367480579,0.552600021547813,0.517266573481224,0.494964112035921
Population growth (annual %),SP.POP.GROW,Guam,GUM,0.129914569643424,0.15730319197367,0.18768774278448,0.265289398890178,0.368363503065816,0.522831661338121,0.675497259109631,0.814724473342243,0.902290919869412,0.915743567783526
Population growth (annual %),SP.POP.GROW,Guatemala,GTM,1.83655642844003,1.81948775605672,1.77749578673149,1.75716769812924,1.72875760277972,1.69146509302391,1.65807331834237,1.62765379973835,1.60038598150372,1.56038604781094
Population growth (annual %),SP.POP.GROW,Guinea,GIN,2.25938161116451,2.21515030486438,2.197958681877,2.23532763160631,2.34225412440163,2.4898348435131,2.64435773103833,2.764879904347,2.8331175118102,2.83478481749442
Population growth (annual %),SP.POP.GROW,Guinea-Bissau,GNB,2.57341352656849,2.61831220530319,2.65074262506761,2.66076608274062,2.644755927701,2.6111512533031,2.57011948297183,2.53224925787499,2.4935051959006,2.45652856791883
Population growth (annual %),SP.POP.GROW,Guyana,GUY,0.228701604144641,0.346196945211445,0.445663749260621,0.514040832989459,0.537221878235554,0.530702759294195,0.510790065048753,0.498520023687447,0.487575158848574,0.482526666451711
Population growth (annual %),SP.POP.GROW,Haiti,HTI,1.53210280667313,1.50631004058552,1.48005462449313,1.45027666858973,1.41613128249998,1.37950998738794,1.34139498435713,1.3050204632281,1.27405022512994,1.24985422874917
Population growth (annual %),SP.POP.GROW,Heavily indebted poor countries (HIPC),HPC,2.81720564779226,2.83587468593728,2.84653958702197,2.85053897929042,2.84584520269364,2.83412658229574,2.82103712571693,2.80598640542024,2.78331770736698,2.75219402545403
Population growth (annual %),SP.POP.GROW,High income,HIC,0.642976577371329,0.459437023950372,0.574439617944961,0.577715113483677,0.589986802434723,0.570279710083611,0.570652896451264,0.504437981142544,0.465442831525877,0.406023769568691
Population growth (annual %),SP.POP.GROW,Honduras,HND,2.02441331695389,1.94316947523917,1.86932160846233,1.81013079423251,1.76927098953001,1.74147410181564,1.71775974956218,1.69227148219463,1.66708222728063,1.64061784169287
Population growth (annual %),SP.POP.GROW,"Hong Kong SAR, China",HKG,0.734446396338105,0.672543291818633,1.1039579972368,0.401982535858444,0.702370950536049,0.851197911086988,0.619366345332479,0.768513877614955,0.800230596967774,0.739283471323064
Population growth (annual %),SP.POP.GROW,Hungary,HUN,-0.226013875689698,-0.283360435946948,-0.516437606548041,-0.27536875707442,-0.269378767165116,-0.237855001984657,-0.295110604845478,-0.265860932255517,-0.126786951652838,-0.0452557101106228
Population growth (annual %),SP.POP.GROW,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..
Population growth (annual %),SP.POP.GROW,Iceland,ISL,-0.143903000294037,0.305468368224399,0.532100734916982,0.945885900369151,1.11250475522796,1.04194038662969,1.38808149583838,2.34558267643862,2.67814276922904,2.19893225826166
Population growth (annual %),SP.POP.GROW,IDA & IBRD total,IBT,1.30435012272652,1.31931323037169,1.33929488618998,1.33280950410193,1.31398087529911,1.29173689840125,1.27735617368485,1.27011046036485,1.22353946044116,1.1843629771727
Population growth (annual %),SP.POP.GROW,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..
Population growth (annual %),SP.POP.GROW,IDA only,IDX,..,..,..,..,..,..,..,..,..,..
Population growth (annual %),SP.POP.GROW,IDA total,IDA,..,..,..,..,..,..,..,..,..,..
Population growth (annual %),SP.POP.GROW,India,IND,1.35033831370532,1.28851296178524,1.23148489388617,1.18290421490412,1.14567340150608,1.11689591278599,1.09045932094686,1.06335942989132,1.03782784787162,1.01326124930492
Population growth (annual %),SP.POP.GROW,Indonesia,IDN,1.3377824768766,1.34790440280692,1.35169978721169,1.34077086414715,1.31094524538172,1.26782970253157,1.22059105826764,1.17619742367279,1.13450697951891,1.09792643725552
Population growth (annual %),SP.POP.GROW,"Iran, Islamic Rep.",IRN,1.14215042395487,1.17582867782158,1.20517252138084,1.23941932960237,1.27812132080551,1.31632102523348,1.35622574111708,1.38533380166753,1.38647833501238,1.35228980616831
Population growth (annual %),SP.POP.GROW,Iraq,IRQ,2.61896343035427,3.25271672235618,3.72062751428444,3.89628381431623,3.71481632582884,3.3162514919462,2.87723163897077,2.54089597268518,2.31845313270607,2.25413907484826
Population growth (annual %),SP.POP.GROW,Ireland,IRL,0.544884384079014,0.436072439258428,0.4237438032978,0.526556158855653,0.731001376585771,0.944845307474728,1.12883406399428,1.08867556062,1.23887545258946,1.36762695363797
Population growth (annual %),SP.POP.GROW,Isle of Man,IMN,0.563714672676353,0.0388818526798947,-0.419070043077339,-0.651560883022837,-0.593530251464843,-0.307101968807689,0.0768639545913868,0.376260134981162,0.552233889715099,0.611876545859163
Population growth (annual %),SP.POP.GROW,Israel,ISR,1.82675240987847,1.84807786159597,1.84615132126711,1.86605289478673,1.91954379859591,1.98128897562083,1.9603489624817,1.93872567441099,1.92662286520241,1.90898263957994
Population growth (annual %),SP.POP.GROW,Italy,ITA,0.30759122234095,0.171978290995717,0.269541239520996,1.1592511168095,0.917504095962437,-0.0963761331392095,-0.169884073301448,-0.14986111697397,-0.190063640113791,-1.15302842389952
Population growth (annual %),SP.POP.GROW,Jamaica,JAM,0.521735381598588,0.548862742473938,0.57148456718391,0.581740676170178,0.57298511603621,0.551043933758775,0.525007303608295,0.501314741642566,0.47833817688853,0.456356507419859
Population growth (annual %),SP.POP.GROW,Japan,JPN,0.0179605415195644,-0.185226486410846,-0.159710675844347,-0.144271883387076,-0.132694222147042,-0.106124993746747,-0.0511374152133631,-0.081874296046114,-0.126880068088791,-0.140464977878172
Population growth (annual %),SP.POP.GROW,Jordan,JOR,5.20482327869944,5.37929559488532,5.42391362973706,5.16738664705539,4.58658511076862,3.82497489731351,3.05762255617112,2.39465932202378,1.81748233928602,1.35921632969114
Population growth (annual %),SP.POP.GROW,Kazakhstan,KAZ,1.41327147745347,1.43151244887822,1.40867688701824,1.43944535624798,1.47267087305755,1.46148468519161,1.42204614032925,1.36038126908993,1.31452298457883,1.28960848954226
Population growth (annual %),SP.POP.GROW,Kenya,KEN,2.7225900011839,2.69374364646689,2.66280780440883,2.61860447776138,2.55940314494339,2.49176754837837,2.42082093780373,2.3564774490698,2.30574364203494,2.27274637907931
Population growth (annual %),SP.POP.GROW,Kiribati,KIR,1.96417541978949,1.73842049192614,1.53868138420516,1.42642187780666,1.38076698674731,1.39802743576964,1.43386389002529,1.43286876361253,1.46875398423395,1.51298666799305
